row_index,cell_1_icon_src,cell_1_icon_alt,cell_2_name_link_text,cell_2_full_text,cell_3_img_srcs,cell_3_img_alts,cell_4_text
237,/thumb.php?f=101060031_s2_rank5_command.png&width=80,101060031 s2 rank5 command.png,Lokido AS,"| Lokido AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 2.png, 202000006 icon.png, 216000003 icon.png",2020-01-29
238,/thumb.php?f=101060121_rank5_command.png&width=80,101060121 rank5 command.png,Lovely,"| Lovely | 
 | 4~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 1.png, 202000006 icon.png, 216000003 icon.png",2020-01-22
239,/thumb.php?f=101030111_rank5_command.png&width=80,101030111 rank5 command.png,Philo,"| Philo | 
 | 4~5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 8.png, 202000003 icon.png, 216000003 icon.png",2020-01-10
240,/thumb.php?f=101030071_s2_rank5_command.png&width=80,101030071 s2 rank5 command.png,Nagi AS,"| Nagi AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 2.png, 202000003 icon.png, 216000003 icon.png",2019-12-28
241,/thumb.php?f=101020051_s2_rank5_command.png&width=80,101020051 s2 rank5 command.png,Akane AS,"| Akane AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000002 icon.png, 216000004 icon.png",2019-12-19
242,/thumb.php?f=101410011_rank5_command.png&width=80,101410011 rank5 command.png,Joker,"| Joker | 
 | 4~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 1.png, 202000001 icon.png, 216000002 icon.png",2019-12-12
243,/thumb.php?f=101420011_rank5_command.png&width=80,101420011 rank5 command.png,Morgana,"| Morgana | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000001 icon.png, 216000002 icon.png",2019-12-12
244,/thumb.php?f=101000241_rank5_command.png&width=80,101000241 rank5 command.png,Rosetta,"| Rosetta | 
 | 4~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000000 icon.png, 216000004 icon.png",2019-12-12
245,/thumb.php?f=101020101_rank5_command.png&width=80,101020101 rank5 command.png,Shigure,"| Shigure | 
 | 4~5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000002 icon.png, 216000004 icon.png",2019-12-05
246,/thumb.php?f=101060111_rank5_command.png&width=80,101060111 rank5 command.png,Tsubame,"| Tsubame | 
 | 4~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 2.png, 202000006 icon.png, 216000003 icon.png",2019-12-05
247,/thumb.php?f=101070061_s2_rank5_command.png&width=80,101070061 s2 rank5 command.png,Melina AS,"| Melina AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000007 icon.png, 216000002 icon.png",2019-11-27
248,/thumb.php?f=101070081_rank5_command.png&width=80,101070081 rank5 command.png,Biaka,"| Biaka | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000007 icon.png, 216000002 icon.png",2019-11-14
249,/thumb.php?f=101800063_rank5_command.png&width=80,101800063 rank5 command.png,Galliard,"| Galliard | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000004 icon.png, 216000002 icon.png",2019-11-14
250,/thumb.php?f=101050091_rank5_command.png&width=80,101050091 rank5 command.png,Hozuki,"| Hozuki | 
 | 4~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000005 icon.png, 216000004 icon.png",2019-11-08
251,/thumb.php?f=101050061_s2_rank5_command.png&width=80,101050061 s2 rank5 command.png,Laclair AS,"| Laclair AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000005 icon.png, 216000004 icon.png",2019-10-31
252,/thumb.php?f=101030101_rank5_command.png&width=80,101030101 rank5 command.png,Ilulu,"| Ilulu | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 4.png, 202000003 icon.png, 216000003 icon.png",2019-10-25
253,/thumb.php?f=101000171_rank5_command.png&width=80,101000171 rank5 command.png,Radica,"| Radica | 
 | 4~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000000 icon.png, 216000004 icon.png",2019-10-25
254,/thumb.php?f=101070071_command.png&width=80,101070071 command.png,Nopaew,"| Nopaew | 
 | 2~4★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000007 icon.png, 216000002 icon.png",2019-10-25
255,/thumb.php?f=101060101_rank5_command.png&width=80,101060101 rank5 command.png,Dewey,"| Dewey | 
 | 4~5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 8.png, 202000006 icon.png, 216000003 icon.png",2019-10-15
256,/thumb.php?f=101020031_s2_rank5_command.png&width=80,101020031 s2 rank5 command.png,Shion AS,"| Shion AS | 
 | 5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000002 icon.png, 216000004 icon.png",2019-10-15
257,/thumb.php?f=101000011_rank5_command.png&width=80,101000011 rank5 command.png,Veina,"| Veina | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000000 icon.png, 216000004 icon.png",2019-10-03
258,/thumb.php?f=101020091_rank5_command.png&width=80,101020091 rank5 command.png,Elga,"| Elga | 
 | 4~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000002 icon.png, 216000004 icon.png",2019-09-27
259,/thumb.php?f=101000051_s2_rank5_command.png&width=80,101000051 s2 rank5 command.png,Toova AS,"| Toova AS | 
 | 5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000000 icon.png, 216000004 icon.png",2019-09-27
260,/thumb.php?f=101030091_rank5_command.png&width=80,101030091 rank5 command.png,Renri,"| Renri | 
 | 4~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 1.png, 202000003 icon.png, 216000003 icon.png",2019-09-20
261,/thumb.php?f=101010091_rank5_command.png&width=80,101010091 rank5 command.png,Shannon,"| Shannon | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000001 icon.png, 216000002 icon.png",2019-09-20
262,/thumb.php?f=101020071_s2_rank5_command.png&width=80,101020071 s2 rank5 command.png,Isuka AS,"| Isuka AS | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000002 icon.png, 216000004 icon.png",2019-09-13
263,/thumb.php?f=101000231_s2_rank5_command.png&width=80,101000231 s2 rank5 command.png,Saki AS,"| Saki AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000000 icon.png, 216000004 icon.png",2019-09-13
264,/thumb.php?f=101050081_rank5_command.png&width=80,101050081 rank5 command.png,Claude,"| Claude | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000005 icon.png, 216000004 icon.png",2019-08-30
265,/thumb.php?f=101000041_s2_rank5_command.png&width=80,101000041 s2 rank5 command.png,Mighty AS,"| Mighty AS | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000000 icon.png, 216000004 icon.png",2019-08-30
266,/thumb.php?f=101000231_command.png&width=80,101000231 command.png,Saki,"| Saki | 
 | 2~4★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000000 icon.png, 216000004 icon.png",2019-08-30
267,/thumb.php?f=101020081_rank5_command.png&width=80,101020081 rank5 command.png,Tsukiha,"| Tsukiha | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000002 icon.png, 216000004 icon.png",2019-08-19
268,/thumb.php?f=101040101_rank5_command.png&width=80,101040101 rank5 command.png,Bertrand,"| Bertrand | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 2.png, 202000004 icon.png, 216000002 icon.png",2019-08-07
269,/thumb.php?f=101060091_rank5_command.png&width=80,101060091 rank5 command.png,Felmina,"| Felmina | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 4.png, 202000006 icon.png, 216000003 icon.png",2019-08-07
270,/thumb.php?f=101800041_rank5_command.png&width=80,101800041 rank5 command.png,Guildna,"| Guildna | 
 | 4~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 1.png, 202000001 icon.png, 216000002 icon.png",2019-07-31
271,/thumb.php?f=101040031_s2_rank5_command.png&width=80,101040031 s2 rank5 command.png,Suzette AS,"| Suzette AS | 
 | 5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000004 icon.png, 216000002 icon.png",2019-07-31
272,/thumb.php?f=101000221_rank5_command.png&width=80,101000221 rank5 command.png,Myrus,"| Myrus | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000000 icon.png, 216000004 icon.png",2019-07-24
273,/thumb.php?f=101060061_command.png&width=80,101060061 command.png,Good Macky,"| Good Macky | 
 | 4★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 4.png, 202000006 icon.png, 216000003 icon.png",2019-07-11
274,/thumb.php?f=101070061_rank5_command.png&width=80,101070061 rank5 command.png,Melina,"| Melina | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000007 icon.png, 216000002 icon.png",2019-07-04
275,/thumb.php?f=101000211_rank5_command.png&width=80,101000211 rank5 command.png,Nonold,"| Nonold | 
 | 3~5★ SA","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000000 icon.png, 216000004 icon.png",2019-07-04
276,/thumb.php?f=101030081_command.png&width=80,101030081 command.png,Zilva,"| Zilva | 
 | 3~4★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 2.png, 202000003 icon.png, 216000003 icon.png",2019-07-04
277,/thumb.php?f=101010081_rank5_command.png&width=80,101010081 rank5 command.png,Shanie,"| Shanie | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000001 icon.png, 216000002 icon.png",2019-06-26
278,/thumb.php?f=101060081_rank5_command.png&width=80,101060081 rank5 command.png,Cerrine,"| Cerrine | 
 | 4~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 2.png, 202000006 icon.png, 216000003 icon.png",2019-06-12
279,/thumb.php?f=101040091_rank5_command.png&width=80,101040091 rank5 command.png,Cetie,"| Cetie | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, 202000004 icon.png, 216000002 icon.png",2019-06-12
280,/thumb.php?f=101030061_command.png&width=80,101030061 command.png,Yazuki,"| Yazuki | 
 | 3~4★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 4.png, 202000003 icon.png, 216000003 icon.png",2019-06-12
281,/thumb.php?f=101070051_rank5_command.png&width=80,101070051 rank5 command.png,Ewan,"| Ewan | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, 202000007 icon.png, 216000002 icon.png",2019-05-22
282,/thumb.php?f=101000151_command.png&width=80,101000151 command.png,Erina,"| Erina | 
 | 3~4★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000000 icon.png, 216000004 icon.png",2019-05-22
283,/thumb.php?f=101000201_rank5_command.png&width=80,101000201 rank5 command.png,Levia,"| Levia | 
 | 5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000000 icon.png, 216000004 icon.png",2019-05-08
284,/thumb.php?f=101030071_rank5_command.png&width=80,101030071 rank5 command.png,Nagi,"| Nagi | 
 | 4~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 2.png, 202000003 icon.png, 216000003 icon.png",2019-05-08
285,/thumb.php?f=101000191_command.png&width=80,101000191 command.png,Chiyo,"| Chiyo | 
 | 3~4★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000000 icon.png, 216000004 icon.png",2019-05-08
286,/thumb.php?f=101040081_command.png&width=80,101040081 command.png,Sheila,"| Sheila | 
 | 2~4★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000004 icon.png, 216000002 icon.png",2019-05-08
287,/thumb.php?f=101000081_rank5_command.png&width=80,101000081 rank5 command.png,Gariyu,"| Gariyu | 
 | 2~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000000 icon.png, 216000004 icon.png",2019-04-11
288,/thumb.php?f=101000121_rank5_command.png&width=80,101000121 rank5 command.png,Yuna,"| Yuna | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000000 icon.png, 216000004 icon.png",2019-04-11
289,/thumb.php?f=101050071_command.png&width=80,101050071 command.png,Lovinia,"| Lovinia | 
 | 3~4★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000005 icon.png, 216000004 icon.png",2019-04-11
290,/thumb.php?f=101020071_rank5_command.png&width=80,101020071 rank5 command.png,Isuka,"| Isuka | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000002 icon.png, 216000004 icon.png",2019-03-27
291,/thumb.php?f=101040071_rank5_command.png&width=80,101040071 rank5 command.png,Jade,"| Jade | 
 | 2~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, 202000004 icon.png, 216000002 icon.png",2019-03-27
292,/thumb.php?f=101010031_command.png&width=80,101010031 command.png,Ruina,"| Ruina | 
 | 3~4★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000001 icon.png, 216000002 icon.png",2019-03-27
293,/thumb.php?f=101020011_rank5_command.png&width=80,101020011 rank5 command.png,Azami,"| Azami | 
 | 4~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000002 icon.png, 216000004 icon.png",2019-03-13
294,/thumb.php?f=101050061_rank5_command.png&width=80,101050061 rank5 command.png,Laclair,"| Laclair | 
 | 4~5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000005 icon.png, 216000004 icon.png",2019-03-13
295,/thumb.php?f=101070021_command.png&width=80,101070021 command.png,Samora,"| Samora | 
 | 3~4★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, 202000007 icon.png, 216000002 icon.png",2019-03-13
296,/thumb.php?f=101010011_rank5_command.png&width=80,101010011 rank5 command.png,Anabel,"| Anabel | 
 | 4~5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000001 icon.png, 216000002 icon.png",2019-02-28
297,/thumb.php?f=101010051_rank5_command.png&width=80,101010051 rank5 command.png,Deirdre,"| Deirdre | 
 | 2~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 2.png, 202000001 icon.png, 216000002 icon.png",2019-02-28
298,/thumb.php?f=101060071_command.png&width=80,101060071 command.png,Nero,"| Nero | 
 | 3~4★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 8.png, 202000006 icon.png, 216000003 icon.png",2019-02-28
299,/thumb.php?f=101910011_rank5_command.png&width=80,101910011 rank5 command.png,Aldo,"| Aldo | 
 | 3~5★ SA","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 1.png, 202000001 icon.png, 216000002 icon.png",2019-01-28
300,/thumb.php?f=101960011_rank5_command.png&width=80,101960011 rank5 command.png,Amy,"| Amy | 
 | 3~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 4.png, 202000006 icon.png, 216000003 icon.png",2019-01-28
301,/thumb.php?f=101030021_rank5_command.png&width=80,101030021 rank5 command.png,Benedict,"| Benedict | 
 | 3~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 4.png, 202000003 icon.png, 216000003 icon.png",2019-01-28
302,/thumb.php?f=101000061_rank5_command.png&width=80,101000061 rank5 command.png,Bivette,"| Bivette | 
 | 3~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
303,/thumb.php?f=101140021_rank5_command.png&width=80,101140021 rank5 command.png,Bria,"| Bria | 
 | 3~5★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000004 icon.png, 216000002 icon.png",2019-01-28
304,/thumb.php?f=101050021_rank5_command.png&width=80,101050021 rank5 command.png,Ciel,"| Ciel | 
 | 3~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000005 icon.png, 216000004 icon.png",2019-01-28
305,/thumb.php?f=101920011_rank5_command.png&width=80,101920011 rank5 command.png,Cyrus,"| Cyrus | 
 | 3~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 8.png, 202000002 icon.png, 216000004 icon.png",2019-01-28
306,/thumb.php?f=101900011_rank5_command.png&width=80,101900011 rank5 command.png,Feinne,"| Feinne | 
 | 3~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
307,/thumb.php?f=101800052_rank5_command.png&width=80,101800052 rank5 command.png,Helena,"| Helena | 
 | 3~5★ SA","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, Skill Type 8 2.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
308,/thumb.php?f=101060031_rank5_command.png&width=80,101060031 rank5 command.png,Lokido,"| Lokido | 
 | 4~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 2.png, 202000006 icon.png, 216000003 icon.png",2019-01-28
309,/thumb.php?f=101000031_rank5_command.png&width=80,101000031 rank5 command.png,Mariel,"| Mariel | 
 | 4~5★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
310,/thumb.php?f=101070031_rank5_command.png&width=80,101070031 rank5 command.png,May,"| May | 
 | 3~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000007 icon.png, 216000002 icon.png",2019-01-28
311,/thumb.php?f=101000041_rank5_command.png&width=80,101000041 rank5 command.png,Mighty,"| Mighty | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
312,/thumb.php?f=101010041_rank5_command.png&width=80,101010041 rank5 command.png,Miyu,"| Miyu | 
 | 3~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, 202000001 icon.png, 216000002 icon.png",2019-01-28
313,/thumb.php?f=101070011_rank5_command.png&width=80,101070011 rank5 command.png,Prai,"| Prai | 
 | 3~5★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 1.png, Skill Type 8 0.png, 202000007 icon.png, 216000002 icon.png",2019-01-28
314,/thumb.php?f=101970011_rank5_command.png&width=80,101970011 rank5 command.png,Riica,"| Riica | 
 | 3~5★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000007 icon.png, 216000002 icon.png",2019-01-28
315,/thumb.php?f=101000111_rank5_command.png&width=80,101000111 rank5 command.png,Sevyn,"| Sevyn | 
 | 3~5★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
